loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.036393480534775785,81583.7838578998,0.010862729133880077,50.27524992249006
0.02161779854130947,91946.59167952715,0.004171617564943961,42.90685700757338
0.018724716648459434,32748.603012322896,0.006764480477835801,29.2537955257151
0.017308301367749603,33528.105738250735,0.003762174373765531,31.039770464664254
0.01659116039084176,28606.451567538505,0.010415279603345382,34.29174174134713
0.015026044909605536,23840.47054157839,0.002780229145311451,23.43570498390492
0.014431523486719293,22899.532455910892,0.006600525584502821,35.15554268255945
0.013823550296031823,24545.469555830616,0.0044599300307870526,23.776129881949537
0.013435875783406073,25790.009879013836,0.002434858958330245,21.11972288117004
0.012331491662536637,24108.000172338452,0.0030968986627595515,22.211724337697948
0.012024982523615077,25802.343153072034,0.002356715893593155,20.0138483366194
0.011720749926011442,30292.86846774266,0.004822463898471818,28.671033275770956
0.010997521745703988,20392.446592690678,0.0054285633246052845,38.38017364148922
0.010710564536058297,23676.23699562926,0.0034712054886421847,21.15513141602661
0.010101375119665922,25812.74583457145,0.004319972115638247,24.960536706723406
0.009693338874790628,24784.978898834746,0.00495783505353186,25.29894811635152
0.00970320139446501,20078.10566035591,0.002929641932229916,22.418216352291157
0.008558451876801959,23118.856803234037,0.0077191407703686805,30.509856608962032
0.00870621815967863,21972.549981038497,0.0024265724043948406,20.75151991660307
0.008273242433318647,32482.020667755645,0.0028044132127936516,19.990659498003883
0.008263644435774473,22183.617074657115,0.004813757467689352,31.45210005262517
0.007562313598722724,16818.346483734647,0.008509284713734085,30.505676298950508
0.007543545087136455,26334.41097160391,0.0026460804684437177,22.21328581390773
0.006811911580547438,18601.929706378483,0.0020447441425825684,20.677069298712333
0.007131403105112456,15811.95743613033,0.0063541623821199555,25.900342083222455
0.006566903586041624,26948.87975095122,0.0019917614143916376,20.02985789536817
0.006355053362515518,25464.377258223194,0.0027448160730656665,20.62665968750314
0.006118154936296455,18871.41915817002,0.0021483488111567603,22.903459813723526
0.006049190353917874,19664.220321040782,0.005040912023460574,23.73685372458019
0.005945888829559593,25272.176121242715,0.0027104296822072146,22.018910013311626
0.00568059016890445,19230.090816559874,0.0027860729580453016,19.677456809193433
0.005380024203557079,17516.413670110927,0.0021292609479852923,22.04542379697981
0.005103942581594496,27197.61150757379,0.002659107491991705,19.906082408287226
0.005353628169555785,20940.643999801378,0.0024918790806113603,25.98204095443294
0.005065616605456098,23843.108766998033,0.0048761707598913295,35.16711456181151
0.005088163948917793,17042.891794418592,0.0048419978687477445,37.08303177938976
0.004891117087360156,30360.25329259478,0.003273170628730964,20.590254521308644
0.004868154347669017,19677.954678694387,0.002267359299848579,18.94385166217245
0.004316116663232698,21349.18436990382,0.002032325072764661,18.825525931037177
0.004617227716087285,21904.647889420074,0.001927606467873452,19.72549285006094
0.004511843754262742,22534.527378895906,0.0023013897716596837,19.622910325508805
0.004329176379020436,20165.21122697397,0.0029657740154301216,20.113911214401913
0.0042700338557488835,25815.125041621064,0.0029771639396865062,27.38623044913716
0.004202325619315192,23406.6552835233,0.002015734708492086,19.057884839016246
0.003974235200465231,36294.3425536949,0.0021004080395322,18.963355684648135
0.004287096104789841,25711.974517213985,0.0019458474000020474,21.29760911838561
0.004035879748005231,16364.135731325052,0.0019207712386167372,20.549008116930494
0.0038250653049829654,23671.417199420477,0.004213981234628928,21.55600200152949
0.003916488151681625,21505.062809836436,0.0029545692184695777,25.752573243756526
0.0038250149544644153,22945.69870415122,0.004034008329212283,22.283232671742574
0.0038548808793647813,18929.88334655141,0.004157741678577002,22.32091989983017
0.0037394383647873747,17373.684826190754,0.002115650397574572,22.144218959661252
0.0035330321374901774,17117.188579255962,0.0021125514055470576,20.747491439387854
0.003603698435539411,26629.60283965599,0.004723545044162586,23.72379057327702
0.0037212860801462398,19829.324840713758,0.0019129543759139462,20.20164759422636
0.003479834765985103,30182.157251010183,0.0027864961579662285,19.911142712080693
0.003419950208074208,20059.258581937887,0.0021970729082631266,18.962113981075337
0.0034234708067408556,23117.959201933263,0.00193078704190304,21.24846007830073
0.003590533985929974,25574.207012593157,0.002782940452171437,20.15477484970289
0.0033824622406924175,23383.607415910108,0.0019028202982518852,19.84617066076911
0.003414324162212216,41095.44905872332,0.0020839874806232116,19.108644500183264
0.0033172010675514654,21086.593097642544,0.002109636309027557,19.86027254237001
0.003412983032480135,22247.628726227842,0.00243658612716876,19.06833975235417
0.0031956248279282097,20290.932478767783,0.0019979636725948064,18.6613216154986
0.0032942356472929657,21017.749506620763,0.003610721829402378,30.20248188518926
0.00327589478441593,24370.20244089314,0.0020627317450950186,23.94934516455643
0.003185299026258921,18487.59811166899,0.002007560408255205,21.02360365016908
0.003225879512537839,20387.808494435198,0.0023782775733754,24.85414768797573
0.0031092989653727764,18391.944908699683,0.003290306487668947,34.426758273401724
0.0031654303986263475,16216.614837977006,0.0021318819404969945,26.371451056708406
0.0030855632622615765,23973.194364981184,0.0019319200484862594,19.547369900583302
0.003132677420626505,23702.468026918057,0.0018892541858738713,21.559207514196558
0.0030709154817070497,25108.833851891726,0.0019148349909202836,22.759111438741414
0.003135329010059773,23280.799701180928,0.0018741902985052231,21.59750514778196
0.003029594426374819,20105.883712079583,0.0029084858404362338,20.165211969292255
0.003012777613475919,23886.74357613877,0.00204452230525622,18.714455474618163
0.0030501749371257374,21167.368208487816,0.0019611721166474193,19.880216848574445
0.002967786528170109,21130.543408689337,0.0028253820836113093,19.43833781146758
0.002997523137352477,22565.6358732111,0.0023106678932483826,19.007758373466434
0.0030461354627889597,23020.75687882168,0.0021865817078971007,26.059561378851647
0.0029759391926670983,20301.654633718717,0.002028558629500299,19.74810532616466
0.003029523373660395,20417.838272904475,0.0022061198409934046,18.89560520495731
0.002962056807636962,21266.458151536845,0.0021780100333861105,20.091127910466916
0.002976471311933661,22743.761023125084,0.0018772666164791178,20.007870593230336
0.0029505644151467387,21268.181650172606,0.0022395850251402446,19.279108577032016
0.003005278957818272,23661.905667048566,0.0018867247245348702,19.984636949083185
0.0029454419113758763,16881.60015088718,0.0019524668380474447,20.192738054957058
0.0029739129756087973,19664.871082138838,0.0023625134891449716,19.231446121529626
0.002996824515446768,21054.084013704978,0.0018887201474936425,20.047956152869375
0.0028474355205830378,18819.117505599974,0.0019513786528594695,20.57001735618611
0.0030075380092139466,24887.419291536753,0.002255433382691485,19.056498093592783
0.002908544862958587,22349.888619928133,0.002023651628518013,20.130453938383678
0.0030249062489591918,24619.79738784428,0.0020004081555371647,18.494822612458453
0.0028863509947086793,27816.151616063264,0.001879617514371259,19.20392750345343
0.002923030409930369,19845.947942306517,0.0019892474252175166,24.19872123110264
0.0029139008916030497,24579.564050979872,0.002732325833683455,19.825504028398765
0.0030557379664505942,23158.819164484572,0.00219655224746979,21.315744061702933
0.0028522511191855547,24658.141025762783,0.0018894426269662641,19.260316809529204
0.0029613457608462894,21932.105166631667,0.002401504723671201,23.314589174363793
0.0029846081040105074,21767.20314865345,0.0019362734326647455,23.631415217578564
0.00296467443249362,23086.487871627032,0.002435111052268077,19.3180202346841
0.0029393826605973103,19136.22601816106,0.0018992084599217366,21.627611665308937
0.002942495437686221,24296.888849856878,0.0019025603658818953,21.000655568963765
0.002954361277458779,26612.302265558792,0.002184402015644358,23.593809127807617
0.0028824077960798297,20739.400767335796,0.002303839223052358,18.873406044928153
0.0029322903813573265,23288.726045407053,0.0019923264015906496,22.82637359795656
0.002999056450517501,24281.37905232006,0.0019250361453550257,20.957017383722537
0.0028936966506101316,26100.543434923333,0.0020016490578756772,19.119684665552448
0.0028959255066652923,24003.93234271499,0.0021650725700305944,18.890949656233996
0.0029792677071261205,21418.912297139832,0.002059727330191736,18.99159580515099
0.0029085511748000222,21949.240532856827,0.0022083449029006966,21.474884994232255
0.002995410612800111,19883.195664788196,0.0018823025709228797,20.727778790236133
0.002945745394959793,22415.858995775125,0.0026095546883767935,19.164949961370553
0.0029346768638529516,25396.9800709738,0.0023596434223113684,18.80175584140964
0.0029005299271478995,18742.229865987745,0.0021132324992231355,18.692541818692323
0.0029399416064054278,17707.903596275977,0.001893072708684635,19.974371446741884
0.0029362908048334263,23214.742661017208,0.0019249373946367621,22.575346924651864
0.002898318976163864,21530.803859495,0.0021493160028182986,26.70728531472174
0.0028719755421566257,19520.442029901278,0.0019573561175652136,19.141191389382957
0.0029085009468056387,22874.857939505884,0.00233636760442568,18.7818346734525
0.002878854508022383,20195.701882837846,0.0022587489533048974,18.73541462758513
0.0029114866921583476,20088.11803855586,0.0018720692717937087,18.794965366471395
0.0028979399595725334,23896.203030761717,0.001976596983389062,23.478125506011256
0.002885556848372443,19739.833132803447,0.0025938032685771852,37.21425176586161
0.00285680773522768,19343.28749932913,0.0020361961377904315,22.275043698386852
0.0028939861660602236,25939.690658224074,0.0020240809682249106,19.750082854440095
0.002886958105205479,24208.529987329774,0.001893419262433573,18.595135269557296
0.002892085812354492,21354.76619226695,0.001843182153695749,20.330476966799072
0.002907050879198616,21073.008151363825,0.001924420091033863,19.436584340269583
0.002824920859503544,25054.831510975982,0.00220588951582295,18.76105838079379
0.002926687958413514,16112.4950507228,0.0018729593097244254,22.767173708251324
0.0028955595958977936,18944.84004251771,0.0019376627373051828,23.14939670513712
0.0028855211205338523,18602.816930096385,0.002219520700774646,18.940784375894346
0.002877236990163387,25868.315655172057,0.0027064197256222635,19.112258415908617
0.0028696678629050315,16961.768756885594,0.002015577379618903,18.57363946027192
0.0029781756010537935,22810.62116791108,0.002214861078460756,18.530296938584826
0.0028343135404511025,20122.33197009562,0.002889052071132168,31.465755796064755
0.0028506151292536216,25292.0100478182,0.0019394392979625794,20.545250360640892
0.002824116797170649,20493.554711034743,0.0018813846821975739,20.643118453822588
0.002872765122423485,22091.536567399366,0.0019747376391678513,18.504550355259127
0.0028843839605165234,20566.650461996822,0.0020269794990536026,22.163261634218664
0.0028261355203023906,17769.563364717127,0.0020100374384076935,18.51048066989928
0.0028581043891293015,22803.696403072034,0.002131746904709039,19.437499190970374
0.0029170928342362582,19982.249281992506,0.0018720138072249287,22.119873306745124
0.0029068781021287884,22196.551917999786,0.0019012070596122342,18.422196287728827
0.0028460179079892274,18440.669566869703,0.0021297405066883195,19.051457196703915
0.002831687900000962,20868.591197449765,0.0018687902316498956,18.75875773589225
