loss,mape,val_loss,val_mape
0.020371314138174057,963963.75,0.020915545523166656,10879636.0
0.01779228262603283,737319.0,0.024492541328072548,12294814.0
0.016930799931287766,691295.625,0.025140119716525078,12174088.0
0.016648685559630394,682999.5625,0.03419564664363861,13828718.0
0.01629413478076458,655589.25,0.04440630227327347,16176188.0
0.0157425869256258,634338.9375,0.039533212780952454,16155389.0
0.015277666971087456,623356.0,0.039285045117139816,15973626.0
0.014945030212402344,612778.5,0.03796911984682083,15567400.0
0.014719752594828606,612541.25,0.037215206772089005,16185779.0
0.014538840390741825,612258.0625,0.04479380324482918,17977566.0
0.01436509657651186,604810.8125,0.038323551416397095,17117902.0
0.014264070428907871,600202.75,0.037989016622304916,16824206.0
0.014168130233883858,598822.5,0.04090677946805954,17102290.0
0.014088647440075874,598163.75,0.04545523598790169,19005992.0
0.013990777544677258,600053.75,0.04119448736310005,18101874.0
0.013915099203586578,597951.0625,0.040951188653707504,17428798.0
0.013842548243701458,592499.1875,0.04228821396827698,18425818.0
0.013758952729403973,584465.6875,0.049998681992292404,20369238.0
0.013682122342288494,581610.75,0.0513036772608757,20374708.0
0.013603814877569675,576290.5,0.05234576016664505,21191994.0
0.013548784889280796,573670.4375,0.05008697509765625,21283720.0
0.013451804406940937,562222.8125,0.06546586006879807,23881024.0
0.013372940942645073,565435.375,0.06893440335988998,24364618.0
0.013282530941069126,559365.3125,0.07702231407165527,25755158.0
0.013210495002567768,553722.8125,0.08722052723169327,26523646.0
0.013130542822182178,555637.5625,0.09666864573955536,27548994.0
0.01305572409182787,550863.75,0.10900504142045975,30215086.0
0.012993470765650272,550620.75,0.10919076949357986,29357358.0
0.012941825203597546,543413.8125,0.11585935205221176,30211918.0
0.012880491092801094,540645.125,0.1343088299036026,32389132.0
0.012830243445932865,532478.4375,0.139861598610878,32608008.0
0.012772942893207073,534997.4375,0.1443699300289154,34232208.0
0.012734217569231987,533594.3125,0.14713262021541595,34336936.0
0.012684376910328865,528968.0625,0.16396035254001617,36024840.0
0.012658831663429737,528488.0625,0.16270549595355988,35174904.0
0.0126439668238163,529979.75,0.1680237501859665,36326852.0
0.012615454383194447,525553.5,0.16433167457580566,35468040.0
0.012583755888044834,524504.375,0.1754482537508011,37357092.0
0.01254965178668499,523376.0625,0.1673605591058731,36586700.0
0.012525469064712524,522468.09375,0.17760510742664337,37805356.0
0.01248297467827797,516709.0625,0.18265075981616974,37501912.0
0.012477779760956764,517683.5625,0.17831073701381683,37561212.0
0.012442756444215775,515995.125,0.17008067667484283,36260476.0
0.012430760078132153,517584.46875,0.1908463090658188,38225972.0
0.012412408366799355,512608.65625,0.1866101622581482,38009124.0
0.012367995455861092,510458.15625,0.17952975630760193,37327236.0
0.012356097809970379,513464.96875,0.19200816750526428,38884608.0
0.012355183251202106,510066.40625,0.1975286304950714,39100868.0
0.012317444197833538,503477.0,0.18842118978500366,38096096.0
0.0122916791588068,503373.0625,0.19998115301132202,38691164.0
0.012293102219700813,501630.09375,0.20036862790584564,39206964.0
0.01226514670997858,502470.0625,0.19173000752925873,38449756.0
0.012250992469489574,499454.125,0.19405299425125122,38112468.0
0.01223031897097826,503390.65625,0.19322162866592407,37996616.0
0.012198204174637794,496659.5,0.19020147621631622,38082316.0
0.012167926877737045,495965.84375,0.1937059909105301,38696064.0
0.012171578593552113,495522.375,0.19994141161441803,39139516.0
0.01215924322605133,497881.78125,0.2004271298646927,39408216.0
0.012139775790274143,492565.0,0.1834712028503418,37610100.0
0.012099488638341427,494120.15625,0.1973876953125,39196308.0
0.012095068581402302,493371.28125,0.19355249404907227,38738740.0
0.012054196558892727,487924.71875,0.1938750296831131,39234184.0
0.01205506268888712,490308.25,0.1873505711555481,38117576.0
0.012030425481498241,485789.875,0.18615539371967316,38396428.0
0.012012554332613945,490722.5625,0.18582941591739655,38080340.0
0.012001505121588707,487369.0,0.19023893773555756,38355560.0
0.0119784502312541,484932.34375,0.17958082258701324,36742396.0
0.011965378187596798,484936.84375,0.18833789229393005,38539364.0
0.011937364004552364,487171.25,0.19094163179397583,38656380.0
0.011913183145225048,486522.625,0.18257178366184235,37286700.0
0.011930936016142368,481339.375,0.1936715692281723,38550228.0
0.01190289668738842,475681.03125,0.18177205324172974,37842144.0
0.011868569999933243,480317.0,0.17667998373508453,37135864.0
0.011831586249172688,478098.90625,0.18458810448646545,38509712.0
0.01183168776333332,475421.71875,0.17327143251895905,36323332.0
0.011809156276285648,468577.0,0.18402501940727234,37932552.0
0.011777263134717941,466122.71875,0.17408457398414612,36581032.0
0.011743231676518917,462037.65625,0.1720062494277954,35991160.0
0.011740803718566895,460776.46875,0.17292268574237823,35917332.0
0.01172069925814867,459099.15625,0.17425189912319183,36657676.0
0.011686217039823532,461131.4375,0.170786514878273,36570964.0
0.011653057299554348,461378.1875,0.1790018230676651,37372364.0
0.011639393866062164,455801.0625,0.17736932635307312,36999108.0
0.011601245030760765,453389.21875,0.16794103384017944,35498160.0
0.011589166708290577,452881.8125,0.16742703318595886,36057080.0
0.011562664061784744,452077.5625,0.16950851678848267,36872792.0
0.011525599285960197,450735.84375,0.15901687741279602,34544824.0
0.011511712335050106,450255.65625,0.15622326731681824,34790240.0
0.011485768482089043,449712.375,0.1678951233625412,36350776.0
0.011466490104794502,450842.65625,0.15822944045066833,35083264.0
0.011407443322241306,437901.59375,0.16381561756134033,35748532.0
0.011369694024324417,445169.78125,0.17177075147628784,37059916.0
0.011364906094968319,437808.84375,0.16466201841831207,36327260.0
0.011354037560522556,441624.1875,0.16515682637691498,36198800.0
