loss,mape,val_loss,val_mape
0.024425016716122627,1318768.0,0.02157781273126602,901109.8125
0.021456344053149223,976934.25,0.021333890035748482,906218.9375
0.021208280697464943,970041.1875,0.021599577739834785,853601.1875
0.021061627194285393,979204.3125,0.020868191495537758,970556.3125
0.02096877619624138,977970.875,0.020872030407190323,892291.0625
0.020887082442641258,966234.25,0.021165788173675537,1026362.25
0.02084522135555744,963503.625,0.0209426861256361,937683.0625
0.02081785723567009,952644.0625,0.020702440291643143,910701.375
0.02078377455472946,949212.5625,0.020887864753603935,938574.125
0.020765209570527077,944953.0,0.020751237869262695,920134.125
0.020734181627631187,941888.5,0.020738456398248672,958193.5625
0.020728876814246178,940068.3125,0.020881345495581627,997178.125
0.02071181684732437,941395.1875,0.020723992958664894,827679.5625
0.020704807713627815,946212.875,0.020714569836854935,924619.5
0.020694172009825706,945662.75,0.020669911056756973,909217.4375
0.020688578486442566,948065.6875,0.021088751032948494,927766.4375
0.020681273192167282,945973.0625,0.02101871371269226,854074.75
0.020669633522629738,945637.625,0.020809577777981758,856843.6875
0.020651251077651978,950436.5625,0.020730875432491302,1062030.75
0.020645737648010254,950770.75,0.020717479288578033,911613.1875
0.020639212802052498,948927.6875,0.02098030410706997,943583.8125
0.020630400627851486,945590.25,0.02065620943903923,900598.0625
0.020612221211194992,943001.0625,0.02070707082748413,1034840.1875
0.020606929436326027,943230.75,0.02067413181066513,854698.75
0.02059297077357769,940277.875,0.020602764561772346,946073.375
0.02058524638414383,946325.375,0.020805681124329567,881749.9375
0.020574046298861504,945334.9375,0.020754486322402954,890886.75
0.020567303523421288,939413.5,0.020520808175206184,921154.9375
0.0205678828060627,944183.9375,0.020516088232398033,912191.4375
0.020546285435557365,942865.0,0.020522261038422585,896089.0625
